nname,vname,vname_ing,syn,def,synset,add_def
bear,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
bear,hunt,hunting,"hunt, run, hunt_down, track_down",pursue for food or sport (as of wild animals),"{'id': 1, 'wid': 'v01143838', 'name': 'hunt.v.01', 'count': '9', 'syn': 'hunt run hunt_down track_down', 'def': 'pursue for food or sport (as of wild animals)', 'ex': 'G'}",[]
bear,watch,watching,watch,watch with appreciation; to look at for an amount of time,"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",['watch a live bear either in zoo or in the wild']
bear,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
bed,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
bed,lie_on,lying_on,lie,"be lying, be prostrate; be in a horizontal position","{'id': 2, 'wid': 'v01547001', 'name': 'lie.v.02', 'count': '58', 'syn': 'lie', 'def': 'be lying, be prostrate; be in a horizontal position', 'ex': 'T'}",[]
bed,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
bed,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
bench,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
bench,lie_on,lying_on,lie,"be lying, be prostrate; be in a horizontal position","{'id': 2, 'wid': 'v01547001', 'name': 'lie.v.02', 'count': '58', 'syn': 'lie', 'def': 'be lying, be prostrate; be in a horizontal position', 'ex': 'T'}",[]
bench,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
bench,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
book,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
book,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
book,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
book,read,reading,read,interpret something that is written or printed,"{'id': 1, 'wid': 'v00625119', 'name': 'read.v.01', 'count': '115', 'syn': 'read', 'def': 'interpret something that is written or printed', 'ex': 'r'}",[]
book,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00625119', 'name': 'read.v.01', 'count': '115', 'syn': 'read', 'def': 'interpret something that is written or printed', 'ex': 'r'}",[]
bowl,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
bowl,stir,stirring,stir,mix or add by stirring,"{'id': 8, 'wid': 'v01541467', 'name': 'stir.v.08', 'count': '0', 'syn': 'stir', 'def': 'mix or add by stirring', 'ex': 'S'}",[]
bowl,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
bowl,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
bowl,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
broccoli,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
broccoli,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
broccoli,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
broccoli,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
broccoli,stir,stirring,stir,mix or add by stirring,"{'id': 8, 'wid': 'v01541467', 'name': 'stir.v.08', 'count': '0', 'syn': 'stir', 'def': 'mix or add by stirring', 'ex': 'S'}",[]
broccoli,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
broccoli,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
cake,blow,blowing,blow,exhale hard,"{'id': 1, 'wid': 'v00007012', 'name': 'blow.v.01', 'count': '6', 'syn': 'blow', 'def': 'exhale hard', 'ex': 'b'}",[]
cake,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
cake,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
cake,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
cake,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
cake,light,lighting,"ignite, light",cause to start burning; subject to fire or great heat,"{'id': 4, 'wid': 'v02759614', 'name': 'ignite.v.01', 'count': '4', 'syn': 'ignite light', 'def': 'cause to start burning; subject to fire or great heat', 'ex': 'G'}",[]
cake,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
cake,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",[]
cake,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",[]
carrot,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
carrot,cook,cooking,cook,transform and make suitable for consumption by heating,"{'id': 3, 'wid': 'v00322847', 'name': 'cook.v.03', 'count': '6', 'syn': 'cook', 'def': 'transform and make suitable for consumption by heating', 'ex': 'T'}",[]
carrot,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
carrot,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
carrot,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
carrot,peel,peeling,"skin, peel, pare",strip the skin off,"{'id': 1, 'wid': 'v01262936', 'name': 'skin.v.04', 'count': '3', 'syn': 'skin peel pare', 'def': 'strip the skin off', 'ex': 'p'}",[]
carrot,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
carrot,stir,stirring,stir,mix or add by stirring,"{'id': 8, 'wid': 'v01541467', 'name': 'stir.v.08', 'count': '0', 'syn': 'stir', 'def': 'mix or add by stirring', 'ex': 'S'}",[]
carrot,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
carrot,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
cell_phone,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
cell_phone,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
cell_phone,read,reading,read,interpret something that is written or printed,"{'id': 1, 'wid': 'v00625119', 'name': 'read.v.01', 'count': '115', 'syn': 'read', 'def': 'interpret something that is written or printed', 'ex': 'r'}",[]
cell_phone,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
cell_phone,talk_on,talking_on,"talk, speak",exchange thoughts; talk with,"{'id': 1, 'wid': 'v00962447', 'name': 'talk.v.01', 'count': '161', 'syn': 'talk speak', 'def': 'exchange thoughts; talk with', 'ex': 'W'}",[]
cell_phone,text_on,texting_on,message,send a message,"{'id': 3, 'wid': 'v01071328', 'name': 'message.v.03', 'count': '0', 'syn': 'message', 'def': 'send a message', 'ex': 'T'}",[]
cell_phone,no_interaction,no_interaction,[],[],"{'id': 3, 'wid': 'v01071328', 'name': 'message.v.03', 'count': '0', 'syn': 'message', 'def': 'send a message', 'ex': 'T'}",[]
clock,check,checking,"determine, check, find_out, see, ascertain, watch, learn","find out, learn, or determine with certainty, usually by making an inquiry or other effort","{'id': 21, 'wid': 'v00920336', 'name': 'determine.v.08', 'count': '28', 'syn': 'determine check find_out see ascertain watch learn', 'def': 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'ex': 'I'}",[]
clock,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
clock,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
clock,set,setting,set,set to a certain position or cause to operate correctly,"{'id': 8, 'wid': 'v00298556', 'name': 'set.v.08', 'count': '5', 'syn': 'set', 'def': 'set to a certain position or cause to operate correctly', 'ex': 's'}",[]
clock,no_interaction,no_interaction,[],[],"{'id': 8, 'wid': 'v00298556', 'name': 'set.v.08', 'count': '5', 'syn': 'set', 'def': 'set to a certain position or cause to operate correctly', 'ex': 's'}",[]
cup,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
cup,drink_with,drinking_with,"drink, imbibe",take in liquids,"{'id': 1, 'wid': 'v01170052', 'name': 'drink.v.01', 'count': '30', 'syn': 'drink imbibe', 'def': 'take in liquids', 'ex': 'T'}",[]
cup,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
cup,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
cup,pour,pouring,"decant, pour, pour_out",pour out,"{'id': 3, 'wid': 'v02070296', 'name': 'decant.v.01', 'count': '7', 'syn': 'decant pour pour_out', 'def': 'pour out', 'ex': 't'}",['pour things out of the cup']
cup,sip,sipping,sip,drink in sips,"{'id': 1, 'wid': 'v01170687', 'name': 'sip.v.01', 'count': '7', 'syn': 'sip', 'def': 'drink in sips', 'ex': 'S'}",[]
cup,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
cup,fill,filling,"fill, fill_up, make_full","make full, also in a metaphorical sense","{'id': 1, 'wid': 'v00452512', 'name': 'fill.v.01', 'count': '63', 'syn': 'fill fill_up make_full', 'def': 'make full, also in a metaphorical sense', 'ex': 'f'}",[]
cup,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
cup,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
donut,buy,buying,"buy, purchase",obtain by purchase; acquire by means of a financial transaction,"{'id': 1, 'wid': 'v02207206', 'name': 'buy.v.01', 'count': '136', 'syn': 'buy purchase', 'def': 'obtain by purchase; acquire by means of a financial transaction', 'ex': 'T'}",[]
donut,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
donut,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
donut,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
donut,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
donut,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",[]
donut,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
donut,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
elephant,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
elephant,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
elephant,hose,hosing,"hose, hose_down",water with a hose,"{'id': 1, 'wid': 'v00228521', 'name': 'hose.v.01', 'count': '0', 'syn': 'hose hose_down', 'def': 'water with a hose', 'ex': 'h'}",[]
elephant,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
elephant,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
elephant,hop_on,hopping_on,"hop_on, mount, mount_up, get_on, jump_on, climb_on, bestride",climb up onto; get up on the back of,"{'id': 1, 'wid': 'v01923414', 'name': 'hop_on.v.01', 'count': '8', 'syn': 'hop_on mount mount_up get_on jump_on climb_on bestride', 'def': 'get up on the back of', 'ex': 'm'}",['getting on the elephant']
elephant,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
elephant,ride,riding,"ride, sit","sit and travel on the back of animal, usually while controlling its motions","{'id': 1, 'wid': 'v01957529', 'name': 'ride.v.01', 'count': '54', 'syn': 'ride sit', 'def': 'sit and travel on the back of animal, usually while controlling its motions', 'ex': 'S'}",[]
elephant,walk,walking,walk,to accompany on foot; to cause (an animal) to go at a walk,"{'id': 9, 'wid': 'v01906823', 'name': 'walk.v.09', 'count': '0', 'syn': 'walk', 'def': 'make walk', 'ex': 'H'}",[]
elephant,wash,washing,"wash, lave",cleanse (one's body) with soap and water,"{'id': 2, 'wid': 'v00036362', 'name': 'wash.v.02', 'count': '9', 'syn': 'wash lave', 'def': ""cleanse (one's body) with soap and water"", 'ex': []}",[]
elephant,watch,watching,watch,watch with appreciation; to look at for an amount of time,"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",['watch a live elephant either in zoo or in the wild']
elephant,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
fire_hydrant,hug,hugging,"embrace, hug, bosom, squeeze","squeeze (someone) tightly in your arms, usually with fondness","{'id': 1, 'wid': 'v01424456', 'name': 'embrace.v.02', 'count': '9', 'syn': 'embrace hug bosom squeeze', 'def': 'squeeze (someone) tightly in your arms, usually with fondness', 'ex': 'H'}",[]
fire_hydrant,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
fire_hydrant,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
fire_hydrant,paint,painting,paint,apply paint to; coat with paint,"{'id': 2, 'wid': 'v01362736', 'name': 'paint.v.02', 'count': '13', 'syn': 'paint', 'def': 'apply paint to; coat with paint', 'ex': 'W'}",[]
fire_hydrant,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01362736', 'name': 'paint.v.02', 'count': '13', 'syn': 'paint', 'def': 'apply paint to; coat with paint', 'ex': 'W'}",[]
fork,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
fork,lift,lifting,"raise, lift, elevate, get_up, bring_up",raise from a lower to a higher position,"{'id': 1, 'wid': 'v01974062', 'name': 'raise.v.02', 'count': '65', 'syn': 'raise lift elevate get_up bring_up', 'def': 'raise from a lower to a higher position', 'ex': 'R'}",[]
fork,stick,sticking,stick,pierce or penetrate or puncture with something pointed,"{'id': 13, 'wid': 'v01441793', 'name': 'stick.v.13', 'count': '0', 'syn': 'stick', 'def': 'pierce or penetrate or puncture with something pointed', 'ex': 'H'}",['pierce into a steak or something similar']
fork,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
fork,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
fork,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
frisbee,block,blocking,"parry, block, deflect",impede the movement of (an opponent or a ball),"{'id': 12, 'wid': 'v01147060', 'name': 'parry.v.01', 'count': '1', 'syn': 'parry block deflect', 'def': 'impede the movement of (an opponent or a ball)', 'ex': 'b'}",['should clearly have a person extending his body to block another person (with frisbee)']
frisbee,catch,catching,"catch, grab, take_hold_of",take hold of so as to seize or restrain or stop the motion of,"{'id': 4, 'wid': 'v01439190', 'name': 'catch.v.04', 'count': '36', 'syn': 'catch grab take_hold_of', 'def': 'take hold of so as to seize or restrain or stop the motion of', 'ex': 'C'}",[]
frisbee,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
frisbee,spin,spining,"whirl, birl, spin, twirl",cause to spin,"{'id': 3, 'wid': 'v02048051', 'name': 'whirl.v.02', 'count': '3', 'syn': 'whirl birl spin twirl', 'def': 'cause to spin', 'ex': 's'}",['cause to spin on the finger']
frisbee,throw,throwing,throw,propel through the air,"{'id': 1, 'wid': 'v01508368', 'name': 'throw.v.01', 'count': '53', 'syn': 'throw', 'def': 'propel through the air', 'ex': 't'}",[]
frisbee,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01508368', 'name': 'throw.v.01', 'count': '53', 'syn': 'throw', 'def': 'propel through the air', 'ex': 't'}",[]
giraffe,feed,feeding,"feed, give",give food to,"{'id': 2, 'wid': 'v01178565', 'name': 'feed.v.02', 'count': '19', 'syn': 'feed give', 'def': 'give food to', 'ex': 'F'}",[]
giraffe,kiss,kissing,"snog, kiss, buss, osculate","touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.","{'id': 1, 'wid': 'v01431230', 'name': 'snog.v.01', 'count': '18', 'syn': 'snog kiss buss osculate', 'def': ""touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."", 'ex': 'T'}",[]
giraffe,pet,petting,pet,stroke or caress gently,"{'id': 1, 'wid': 'v01425892', 'name': 'pet.v.01', 'count': '1', 'syn': 'pet', 'def': 'stroke or caress gently', 'ex': 'p'}",[]
giraffe,ride,riding,"ride, sit","sit and travel on the back of animal, usually while controlling its motions","{'id': 1, 'wid': 'v01957529', 'name': 'ride.v.01', 'count': '54', 'syn': 'ride sit', 'def': 'sit and travel on the back of animal, usually while controlling its motions', 'ex': 'S'}",[]
giraffe,watch,watching,watch,watch with appreciation; to look at for an amount of time,"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
giraffe,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02150510', 'name': 'watch.v.01', 'count': '77', 'syn': 'watch', 'def': 'look attentively', 'ex': 'w'}",[]
hair_drier,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
hair_drier,operate,operating,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
hair_drier,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
hair_drier,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
